Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed May 22 19:38:21 2024
| Host         : amy running 64-bit NixOS 23.11 (Tapir)
| Command      : report_utilization -hierarchical -file util_vfpio.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                        Instance                                                                       |                                                  Module                                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|             regslice_both_s_axis_V_data_V_U                                                                                                           |                                                          icmp_server_ip_icmp_server_top_regslice_both_10 |         38 |         38 |       0 |    0 |    132 |      0 |      0 |    0 |          0 |
|             regslice_both_s_axis_V_keep_V_U                                                                                                           |                                          icmp_server_ip_icmp_server_top_regslice_both__parameterized0_11 |          8 |          8 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|             regslice_both_s_axis_V_last_V_U                                                                                                           |                                          icmp_server_ip_icmp_server_top_regslice_both__parameterized1_12 |          6 |          6 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|           convert_net_axis_to_axis_64_U0                                                                                                              |                                             icmp_server_ip_icmp_server_top_convert_net_axis_to_axis_64_s |         57 |         57 |       0 |    0 |    235 |      0 |      0 |    0 |          0 |
|             (convert_net_axis_to_axis_64_U0)                                                                                                          |                                             icmp_server_ip_icmp_server_top_convert_net_axis_to_axis_64_s |          1 |          1 |       0 |    0 |     77 |      0 |      0 |    0 |          0 |
|             regslice_both_m_axis_V_data_V_U                                                                                                           |                                                             icmp_server_ip_icmp_server_top_regslice_both |         42 |         42 |       0 |    0 |    132 |      0 |      0 |    0 |          0 |
|             regslice_both_m_axis_V_keep_V_U                                                                                                           |                                             icmp_server_ip_icmp_server_top_regslice_both__parameterized0 |          9 |          9 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|             regslice_both_m_axis_V_last_V_U                                                                                                           |                                             icmp_server_ip_icmp_server_top_regslice_both__parameterized1 |          6 |          6 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|           dataIn_internal_U                                                                                                                           |                                                            icmp_server_ip_icmp_server_top_fifo_w128_d2_S |         80 |         80 |       0 |    0 |    150 |      0 |      0 |    0 |          0 |
|             (dataIn_internal_U)                                                                                                                       |                                                            icmp_server_ip_icmp_server_top_fifo_w128_d2_S |          6 |          6 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d2_S_ram                                                                                                      |                                                 icmp_server_ip_icmp_server_top_fifo_w128_d2_S_shiftReg_9 |         74 |         74 |       0 |    0 |    146 |      0 |      0 |    0 |          0 |
|           dataOut_internal_U                                                                                                                          |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_0 |         76 |         76 |       0 |    0 |    150 |      0 |      0 |    0 |          0 |
|             (dataOut_internal_U)                                                                                                                      |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_0 |          3 |          3 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d2_S_ram                                                                                                      |                                                 icmp_server_ip_icmp_server_top_fifo_w128_d2_S_shiftReg_8 |         73 |         73 |       0 |    0 |    146 |      0 |      0 |    0 |          0 |
|           dropper_U0                                                                                                                                  |                                                                   icmp_server_ip_icmp_server_top_dropper |         13 |         13 |       0 |    0 |     81 |      0 |      0 |    0 |          0 |
|           icmp_server_stream_stream_stream_stream_net_axis_64_0_checksumStreams_1_U                                                                   |                                                            icmp_server_ip_icmp_server_top_fifo_w16_d16_S |         24 |         16 |       0 |    8 |      7 |      0 |      0 |    0 |          0 |
|             (icmp_server_stream_stream_stream_stream_net_axis_64_0_checksumStreams_1_U)                                                               |                                                            icmp_server_ip_icmp_server_top_fifo_w16_d16_S |          6 |          6 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w16_d16_S_ram                                                                                                      |                                                 icmp_server_ip_icmp_server_top_fifo_w16_d16_S_shiftReg_7 |         18 |         10 |       0 |    8 |      0 |      0 |      0 |    0 |          0 |
|           icmp_server_stream_stream_stream_stream_net_axis_64_0_checksumStreams_U                                                                     |                                                          icmp_server_ip_icmp_server_top_fifo_w16_d16_S_1 |         30 |         22 |       0 |    8 |      7 |      0 |      0 |    0 |          0 |
|             (icmp_server_stream_stream_stream_stream_net_axis_64_0_checksumStreams_U)                                                                 |                                                          icmp_server_ip_icmp_server_top_fifo_w16_d16_S_1 |          8 |          8 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w16_d16_S_ram                                                                                                      |                                                   icmp_server_ip_icmp_server_top_fifo_w16_d16_S_shiftReg |         22 |         14 |       0 |    8 |      0 |      0 |      0 |    0 |          0 |
|           icmp_server_stream_stream_stream_stream_net_axis_64_0_dataStreams_1_U                                                                       |                                                           icmp_server_ip_icmp_server_top_fifo_w128_d16_A |         64 |         16 |      48 |    0 |     93 |      0 |      0 |    0 |          0 |
|             (icmp_server_stream_stream_stream_stream_net_axis_64_0_dataStreams_1_U)                                                                   |                                                           icmp_server_ip_icmp_server_top_fifo_w128_d16_A |         12 |         12 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d16_A_ram                                                                                                     |                                                     icmp_server_ip_icmp_server_top_fifo_w128_d16_A_ram_6 |         52 |          4 |      48 |    0 |     77 |      0 |      0 |    0 |          0 |
|           icmp_server_stream_stream_stream_stream_net_axis_64_0_dataStreams_U                                                                         |                                                         icmp_server_ip_icmp_server_top_fifo_w128_d16_A_2 |        164 |        116 |      48 |    0 |     93 |      0 |      0 |    0 |          0 |
|             (icmp_server_stream_stream_stream_stream_net_axis_64_0_dataStreams_U)                                                                     |                                                         icmp_server_ip_icmp_server_top_fifo_w128_d16_A_2 |         12 |         12 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d16_A_ram                                                                                                     |                                                       icmp_server_ip_icmp_server_top_fifo_w128_d16_A_ram |        152 |        104 |      48 |    0 |     77 |      0 |      0 |    0 |          0 |
|           insertChecksum_U0                                                                                                                           |                                                            icmp_server_ip_icmp_server_top_insertChecksum |        108 |        108 |       0 |    0 |    257 |      0 |      0 |    0 |          0 |
|           packageBuffer1_U                                                                                                                            |                                                            icmp_server_ip_icmp_server_top_fifo_w73_d64_A |        112 |         28 |      84 |    0 |    101 |      0 |      0 |    0 |          0 |
|             (packageBuffer1_U)                                                                                                                        |                                                            icmp_server_ip_icmp_server_top_fifo_w73_d64_A |         19 |         19 |       0 |    0 |     22 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w73_d64_A_ram                                                                                                      |                                                        icmp_server_ip_icmp_server_top_fifo_w73_d64_A_ram |         94 |         10 |      84 |    0 |     79 |      0 |      0 |    0 |          0 |
|           ttlIn_internal_U                                                                                                                            |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_3 |         11 |         11 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|             (ttlIn_internal_U)                                                                                                                        |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_3 |          6 |          6 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d2_S_ram                                                                                                      |                                                 icmp_server_ip_icmp_server_top_fifo_w128_d2_S_shiftReg_5 |          5 |          5 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|           udpAddIpHeader_U0                                                                                                                           |                                                            icmp_server_ip_icmp_server_top_udpAddIpHeader |        128 |        128 |       0 |    0 |     72 |      0 |      0 |    0 |          0 |
|           udpIn_internal_U                                                                                                                            |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_4 |          7 |          7 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|             (udpIn_internal_U)                                                                                                                        |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d2_S_4 |          6 |          6 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d2_S_ram                                                                                                      |                                                   icmp_server_ip_icmp_server_top_fifo_w128_d2_S_shiftReg |          1 |          1 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|           udpPort2addIpHeader_data_U                                                                                                                  |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d192_A |         36 |         36 |       0 |    0 |     36 |      1 |      1 |    0 |          0 |
|             (udpPort2addIpHeader_data_U)                                                                                                              |                                                          icmp_server_ip_icmp_server_top_fifo_w128_d192_A |         24 |         24 |       0 |    0 |     28 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w128_d192_A_ram                                                                                                    |                                                      icmp_server_ip_icmp_server_top_fifo_w128_d192_A_ram |         12 |         12 |       0 |    0 |      8 |      1 |      1 |    0 |          0 |
|           udpPort2addIpHeader_header_U                                                                                                                |                                                            icmp_server_ip_icmp_server_top_fifo_w64_d64_A |        116 |         42 |      74 |    0 |     92 |      0 |      0 |    0 |          0 |
|             (udpPort2addIpHeader_header_U)                                                                                                            |                                                            icmp_server_ip_icmp_server_top_fifo_w64_d64_A |         19 |         19 |       0 |    0 |     22 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w64_d64_A_ram                                                                                                      |                                                        icmp_server_ip_icmp_server_top_fifo_w64_d64_A_ram |         97 |         23 |      74 |    0 |     70 |      0 |      0 |    0 |          0 |
|           udpPortUnreachable_U0                                                                                                                       |                                                        icmp_server_ip_icmp_server_top_udpPortUnreachable |         50 |         50 |       0 |    0 |     26 |      0 |      0 |    0 |          0 |
|           validFifo_U                                                                                                                                 |                                                              icmp_server_ip_icmp_server_top_fifo_w1_d8_S |          8 |          7 |       0 |    1 |      6 |      0 |      0 |    0 |          0 |
|             (validFifo_U)                                                                                                                             |                                                              icmp_server_ip_icmp_server_top_fifo_w1_d8_S |          5 |          5 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|             U_icmp_server_top_fifo_w1_d8_S_ram                                                                                                        |                                                     icmp_server_ip_icmp_server_top_fifo_w1_d8_S_shiftReg |          3 |          2 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|       inst_meta_slice_00                                                                                                                              |                                                                                meta_reg_array__xdcDup__1 |         82 |         82 |       0 |    0 |    140 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                                      meta_reg__xdcDup__1 |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                              axis_register_slice_meta_32 |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                              axis_register_slice_meta_32_axis_register_slice_v1_1_26_axis_register_slice |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                              axis_register_slice_meta_32_axis_register_slice_v1_1_26_axis_register_slice |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                             axis_register_slice_meta_32_axis_register_slice_v1_1_26_axisc_register_slice |         40 |         40 |       0 |    0 |     69 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                                      meta_reg__xdcDup__2 |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                       axis_register_slice_meta_32_HD2415 |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                       axis_register_slice_meta_32_axis_register_slice_v1_1_26_axis_register_slice_HD2416 |         41 |         41 |       0 |    0 |     70 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                       axis_register_slice_meta_32_axis_register_slice_v1_1_26_axis_register_slice_HD2416 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                      axis_register_slice_meta_32_axis_register_slice_v1_1_26_axisc_register_slice_HD2417 |         40 |         40 |       0 |    0 |     69 |      0 |      0 |    0 |          0 |
|       inst_meta_slice_10                                                                                                                              |                                                                meta_reg_array__parameterized0__xdcDup__1 |        116 |        116 |       0 |    0 |    208 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                      meta_reg__parameterized0__xdcDup__1 |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                              axis_register_slice_meta_56 |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                              axis_register_slice_meta_56_axis_register_slice_v1_1_26_axis_register_slice |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                              axis_register_slice_meta_56_axis_register_slice_v1_1_26_axis_register_slice |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                             axis_register_slice_meta_56_axis_register_slice_v1_1_26_axisc_register_slice |         57 |         57 |       0 |    0 |    103 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                      meta_reg__parameterized0__xdcDup__2 |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                       axis_register_slice_meta_56_HD2427 |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                       axis_register_slice_meta_56_axis_register_slice_v1_1_26_axis_register_slice_HD2428 |         58 |         58 |       0 |    0 |    104 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                       axis_register_slice_meta_56_axis_register_slice_v1_1_26_axis_register_slice_HD2428 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                      axis_register_slice_meta_56_axis_register_slice_v1_1_26_axisc_register_slice_HD2429 |         57 |         57 |       0 |    0 |    103 |      0 |      0 |    0 |          0 |
|       inst_reg_array_0                                                                                                                                |                                                                axis_reg_array__parameterized7__xdcDup__1 |        387 |        387 |       0 |    0 |    720 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__33 |        185 |        185 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD816 |        185 |        185 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD817 |        185 |        185 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD817 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD818 |        184 |        184 |       0 |    0 |    359 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__34 |        202 |        202 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|           (genblk1[1].inst_reg)                                                                                                                       |                                                                                     axis_reg__xdcDup__34 |         17 |         17 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD819 |        185 |        185 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD820 |        185 |        185 |       0 |    0 |    360 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD820 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD821 |        184 |        184 |       0 |    0 |    359 |      0 |      0 |    0 |          0 |
|       inst_reg_slice_arp_r                                                                                                                            |                                                               axis_reg_array__parameterized15__xdcDup__1 |        651 |        651 |       0 |    0 |   1248 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__49 |        334 |        334 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|           (genblk1[0].inst_reg)                                                                                                                       |                                                                                     axis_reg__xdcDup__49 |         17 |         17 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD810 |        317 |        317 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD811 |        317 |        317 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD811 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD812 |        316 |        316 |       0 |    0 |    623 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__50 |        317 |        317 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD813 |        317 |        317 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD814 |        317 |        317 |       0 |    0 |    624 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD814 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD815 |        316 |        316 |       0 |    0 |    623 |      0 |      0 |    0 |          0 |
|       inst_reg_slice_mie                                                                                                                              |                                                               axis_reg_array__parameterized13__xdcDup__1 |       1170 |       1170 |       0 |    0 |   2320 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__45 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD798 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD799 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD799 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD800 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__46 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD801 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD802 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD802 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD803 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       inst_reg_slice_mie_ic                                                                                                                           |                                                               axis_reg_array__parameterized14__xdcDup__1 |       1170 |       1170 |       0 |    0 |   2320 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__47 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD804 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD805 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD805 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD806 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                           |                                                                                     axis_reg__xdcDup__48 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                              |                                                                            axis_register_slice_512_HD807 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD808 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                            axis_register_slice_512_axis_register_slice_v1_1_26_axis_register_slice_HD808 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                  |                           axis_register_slice_512_axis_register_slice_v1_1_26_axisc_register_slice_HD809 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       inst_roce_stack                                                                                                                                 |                                                                                    roce_stack__xdcDup__1 |      30376 |      25096 |    5168 |  112 |  75804 |     26 |     20 |    0 |          0 |
|         (inst_roce_stack)                                                                                                                             |                                                                                    roce_stack__xdcDup__1 |         17 |         17 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         inst_rdma_flow                                                                                                                                |                                                                                              rdma_flow_0 |         32 |         32 |       0 |    0 |    658 |      4 |      0 |    0 |          0 |
|           (inst_rdma_flow)                                                                                                                            |                                                                                              rdma_flow_0 |         12 |         12 |       0 |    0 |    117 |      0 |      0 |    0 |          0 |
|           inst_cq                                                                                                                                     |                                                                                             queue_meta_1 |         20 |         20 |       0 |    0 |    541 |      0 |      0 |    0 |          0 |
|             inst_fifo                                                                                                                                 |                                                                                                   fifo_3 |         20 |         20 |       0 |    0 |    541 |      0 |      0 |    0 |          0 |
|           inst_ssn                                                                                                                                    |                                                                                              ram_sp_nc_2 |          1 |          1 |       0 |    0 |      0 |      4 |      0 |    0 |          0 |
|         rocev2_inst                                                                                                                                   |                                                                                                rocev2_ip |      30327 |      25047 |    5168 |  112 |  75146 |     22 |     20 |    0 |          0 |
|           (rocev2_inst)                                                                                                                               |                                                                                                rocev2_ip |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst                                                                                                                                        |                                                                                     rocev2_ip_rocev2_top |      30327 |      25047 |    5168 |  112 |  75146 |     22 |     20 |    0 |          0 |
|             append_payload_512_0_U0                                                                                                                   |                                                              rocev2_ip_rocev2_top_append_payload_512_0_s |        716 |        716 |       0 |    0 |   2022 |      0 |      0 |    0 |          0 |
|             conn_table_0_U0                                                                                                                           |                                                                      rocev2_ip_rocev2_top_conn_table_0_s |         64 |         64 |       0 |    0 |    229 |      1 |      2 |    0 |          0 |
|               (conn_table_0_U0)                                                                                                                       |                                                                      rocev2_ip_rocev2_top_conn_table_0_s |          5 |          5 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
